AB1,01 JAN 1983,-34.93,138.6,Donald L Riddle,,"Adelaide, Australia",D. Riddle,soil under rotting vegetation
AB2,01 JAN 1983,-34.93,138.6,Donald L Riddle,,"Adelaide, Australia",D. Riddle,soil under rotting vegetation
AB3,,,,NA,,,,
AB4,01 JAN 1983,-34.93,138.6,Donald L Riddle,,"Adelaide, Australia",D. Riddle,soil under rotting vegetation
CB3191,,,,NA,,,,
CB3192,,,,NA,,,,
CB3193,,,,NA,,,,
CB3194,,,,NA,,,,
CB3195,,,,NA,,,,
CB3196,,,,NA,,,,
CB3197,,,,NA,,,,
CB3198,01 JAN 1973,34.14,-118.13,Edward M Hedgecock,Urban garden,"California Institute of Technology, Pasadena, USA",E.M. Hedgecock,flower bed
CB3199,,,,NA,,,,
CB4507,,,,NA,,,,
CB4555,,,,NA,,,,
CB4851,01 JAN 1949,44.85,0.48,Victor Marc Nigon,Urban garden,"Bergerac, France",V. Nigon,soil
CB4852,,,,NA,,,,
CB4853,01 May 1974,34.189,-118.131,Charles D. Johnson,Urban garden,"Altadena, USA",C.D. Johnson,vegetable garden
CB4854,01 May 1974,34.189,-118.131,Charles D. Johnson,Urban garden,"Altadena, USA",C.D. Johnson,vegetable garden
CB4855,01 JAN 1983,37.44,-122.17,Tabitha Doniach,Urban garden,"Stanford University, Palo Alto, USA",T. Doniach,compost heap
CB4856,01 Aug 1972,19,-155,NA,Rural garden,Hawaii,L. Hollen,pineapple field
CB4857,01 Nov 1972,34.096,-117.719,Edward M Hedgecock,,"Claremont, USA",E.M. Hedgecock,rotting mushroom
CB4858,01 JAN 1973,34.14,-118.13,Edward M Hedgecock,Urban garden,"Pasadena, USA",E.M. Hedgecock,flower bed
CB4869,,,,NA,,,,
CB4932,,51.02,-3.1,Parwinder Grewal,Rural garden,"Taunton, Great Britain",P.S. Grewal,mushroom casing
CC1,,,,NA,,,,
CC2,,,,NA,,,,
CC3,,,,NA,,,,
CX11254,01 Sep 2003,34.13,-118.11,NA,Urban garden,"Huntington Gardens, Los Angeles, USA",A. Sivasundar,soil
CX11258,01 Sep 2003,34.13,-118.29,NA,,"Griffith Park, Los Angeles, USA",A. Sivasundar,soil
CX11259,01 Feb 2004,34.13,-118.29,NA,,"Griffith Park, Los Angeles, USA",A. Sivasundar,compost heap
CX11262,01 Sep 2003,34.13,-118.11,NA,Urban garden,"Huntington Gardens, Los Angeles, USA",A. Sivasundar,soil
CX11264,01 Sep 2003,34.13,-118.11,NA,Urban garden,"Huntington Gardens, Los Angeles, USA",A. Sivasundar,soil
CX11268,01 Sep 2003,34.13,-118.11,NA,Urban garden,"Huntington Gardens, Los Angeles, USA",A. Sivasundar,soil
CX11271,01 Sep 2003,34.14,-118.13,NA,Urban garden,"California Institute of Technology, Pasadena, USA",A. Sivasundar,soil
CX11276,01 Sep 2003,34.21,-118.21,NA,Urban garden,"Decanso Gardens, Los Angeles, USA",A. Sivasundar,soil
CX11278,01 Sep 2003,34.13,-118.29,NA,,"Griffith Park, Los Angeles, USA",A. Sivasundar,compost heap
CX11285,01 Sep 2003,34.16,-118.05,NA,Urban garden,"Los Angeles Arboretum, Los Angeles, USA",A. Sivasundar,soil
CX11292,01 Feb 2004,34.13,-118.29,NA,Urban garden,"Griffith Park, Los Angeles, USA",A. Sivasundar,compost heap
CX11294,01 Sep 2003,34.13,-118.11,NA,Urban garden,"Huntington Gardens, Los Angeles, USA",A. Sivasundar,soil
CX11305,01 Sep 2003,34.13,-118.29,NA,,"Griffith Park, Los Angeles, USA",A. Sivasundar,soil
CX11307,01 Sep 2003,34.13,-118.11,NA,Urban garden,"Huntington Gardens, Los Angeles, USA",A. Sivasundar,soil
CX11314,01 Sep 2003,34.13,-118.11,NA,Urban garden,"Huntington Gardens, Los Angeles, USA",A. Sivasundar,soil
CX11315,01 Sep 2003,34.13,-118.11,NA,Urban garden,"Huntington Gardens, Los Angeles, USA",A. Sivasundar,soil
CX11316,01 Sep 2003,34.21,-118.21,NA,Urban garden,"Decanso Gardens, Los Angeles, USA",A. Sivasundar,soil
CX11317,01 Sep 2003,34.13,-118.29,NA,,"Griffith Park, Los Angeles, USA",A. Sivasundar,compost heap
CX11319,01 Sep 2003,34.14,-118.13,NA,Urban garden,"California Institute of Technology, Pasadena, USA",A. Sivasundar,soil
CX11321,01 Sep 2003,34.16,-118.05,NA,,"Los Angeles Arboretum, Los Angeles, USA",A. Sivasundar,soil
DA650,,,,NA,,,,
DH424,,,,NA,,,,
DL200,01 Dec 2007,9.03,38.74,Dee R. Denver,Urban garden,"Addis Ababa, Ethiopia",D. Denver,soil
DL238,15 Jul 2008,19.22,-155.82,NA,Forest,"Manuka, USA",J. Knapp,soil
DP13,,,,NA,,,,
DR1344,01 JAN 1949,44.85,0.48,Victor Marc Nigon,Urban garden,"Bergerac, France",V. Nigon,soil
DR1345,,,,NA,,,,
DR1346,,,,NA,,,,
DR1347,,,,NA,,,,
DR1348,,,,NA,,,,
DR1349,,,,NA,,,,
DR1350,01 JAN 1973,34.14,-118.13,Edward M Hedgecock,Urban garden,"California Institute of Technology, Pasadena, USA",E.M. Hedgecock,flower bed
ED3005,25 Oct 2004,55.94,-3.36,Asher D Cutter,Urban garden,"Ediburgh, Scotland",A. Cutter,compost heap
ED3010,26 Nov 2004,55.92,-3.19,Asher D Cutter,Urban garden,"Ediburgh, Scotland",A. Cutter,compost heap
ED3011,26 Nov 2004,55.92,-3.19,Asher D Cutter,Urban garden,"Ediburgh, Scotland",A. Cutter,compost heap
ED3012,26 Nov 2004,55.92,-3.19,Asher D Cutter,Urban garden,"Ediburgh, Scotland",A. Cutter,compost heap
ED3014,03 Dec 2004,55.92,-3.19,Asher D Cutter,Urban garden,"Ediburgh, Scotland",A. Cutter,compost heap
ED3015,03 Dec 2004,55.92,-3.19,Asher D Cutter,Urban garden,"Ediburgh, Scotland",A. Cutter,compost heap
ED3017,03 Dec 2004,55.92,-3.19,Asher D Cutter,Urban garden,"Ediburgh, Scotland",A. Cutter,compost heap
ED3019,03 Dec 2004,55.92,-3.19,Asher D Cutter,Urban garden,"Ediburgh, Scotland",A. Cutter,compost heap
ED3020,03 Dec 2004,55.92,-3.19,Asher D Cutter,Urban garden,"Ediburgh, Scotland",A. Cutter,compost heap
ED3021,03 Dec 2004,55.92,-3.19,Asher D Cutter,Urban garden,"Edinburgh, Scotland",A. Cutter,compost heap
ED3023,03 Dec 2004,55.92,-3.19,Asher D Cutter,Urban garden,"Ediburgh, Scotland",A. Cutter,compost heap
ED3024,03 Dec 2004,55.92,-3.19,Asher D Cutter,Urban garden,"Ediburgh, Scotland",A. Cutter,compost heap
ED3028,03 Dec 2004,55.92,-3.19,Asher D Cutter,Urban garden,"Ediburgh, Scotland",A. Cutter,compost heap
ED3040,01 Mar 2006,-26.1,28.01,NA,Urban garden,"Johannesburg, South Africa",E. Dolgin,compost heap
ED3042,01 Mar 2006,-33.22,19.19,NA,Urban garden,"Ceres, South Africa",E. Dolgin,compost heap
ED3043,01 Mar 2006,-33.22,19.19,NA,Urban garden,"Ceres, South Africa",E. Dolgin,compost heap
ED3046,01 Mar 2006,-33.22,19.19,NA,Urban garden,"Ceres, South Africa",E. Dolgin,compost heap
ED3048,01 Mar 2006,-33.22,19.19,NA,Urban garden,"Ceres, South Africa",E. Dolgin,compost heap
ED3049,01 Mar 2006,-33.22,19.19,NA,Urban garden,"Ceres, South Africa",E. Dolgin,compost heap
ED3052,01 Mar 2006,-33.22,19.19,NA,Urban garden,"Ceres, South Africa",E. Dolgin,compost heap
ED3054,,,,NA,,"Limuri, Kenya",,
ED3072,,,,NA,,,,
ED3073,01 Mar 2006,-1.05,36.39,NA,Agricultural land,"Limuru, Kenya",E. Dolgin,compost heap
ED3075,01 Mar 2006,-1.05,36.39,NA,Agricultural land,"Limuru, Kenya",E. Dolgin,compost heap
