ED3077,01 Mar 2006,-1.19,36.48,NA,,"Nairobi, Kenya",E. Dolgin,leaf litter
EG4346,01 Oct 2006,44.05,-123.11,Michael Ailion,Urban garden,"Eugene, USA",M. Ailion,"rotting fruit, tomato"
EG4347,01 Oct 2006,44.05,-123.11,Michael Ailion,Urban garden,"Eugene, USA",M. Ailion,"rotting fruit, tomato"
EG4348,01 Oct 2006,40.78,-111.93,Michael Ailion,,"Salt Lake City, USA",M. Ailion,"rotting fruit, apple"
EG4349,01 Oct 2006,40.78,-111.93,Michael Ailion,,"Salt Lake City, USA",M. Ailion,"rotting fruit, apple"
EG4680,01 Sep 2006,40.78,-111.93,Michael Ailion,,"Salt Lake City, USA",M. Ailion,"rotting fruit, apple"
EG4689,01 Sep 2006,40.78,-111.93,Michael Ailion,,"Salt Lake City, USA",M. Ailion,"rotting fruit, apple"
EG4724,01 Mar 2007,41.64,-8.35,Michael Ailion,Urban garden,"Amares, Portugal",M. Ailion,"rotting fruit, apple"
EG4725,01 Mar 2007,41.64,-8.35,Michael Ailion,Urban garden,"Amares, Portugal",M. Ailion,"rotting fruit, apple"
EG4945,27 Sep 2007,40.726,-111.822,Gunther Hollopeter,,"Salt Lake City, USA",G. Hollopeter,"rotting nuts, walnuts"
EG4946,27 Sep 2007,40.726,-111.822,Gunther Hollopeter,,"Salt Lake City, USA",G. Hollopeter,"rotting nuts, walnuts"
EG4948,27 Sep 2007,40.726,-111.822,Gunther Hollopeter,,"Salt Lake City, USA",G. Hollopeter,"live insect, millipede"
EG4951,09 Oct 2007,40.726,-111.822,Gunther Hollopeter,,"Salt Lake City, USA",G. Hollopeter,"rotting nuts, walnuts"
EG4957,09 Oct 2007,40.726,-111.822,Gunther Hollopeter,,"Salt Lake City, USA",G. Hollopeter,"rotting nuts, walnuts"
GM209,,,,NA,,,,
JT11362,01 May 2003,47.76,-122.28,John M. Kemner,Urban garden,"Lake Forest Park, USA",J. Kemner,worm bin
JT11398,01 Dec 2003,47.76,-122.28,John M. Kemner,Urban garden,"Lake Forest Park, USA",J. Kemner,worm bin
JT11399,01 Dec 2003,47.76,-122.28,John M. Kemner,Urban garden,"Lake Forest Park, USA",J. Kemner,worm bin
JU258,01 Oct 2001,32.73,-16.89,Marie-Anne Felix,Agricultural land,"Ribeiro Frio, Madeira",Marie-Anne Felix,soil
JU262,03 Nov 2001,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU263,03 Nov 2001,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU277,11 May 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,"live mollusk, snails"
JU298,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU299,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU300,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU301,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU302,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU303,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU304,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU305,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU306,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU307,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU308,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU309,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU310,25 Aug 2002,46.63,1.06,Marie-Anne Felix,Rural garden,"Le Blanc, France",Marie-Anne Felix,compost heap
JU311,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live mollusk, snails"
JU312,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live mollusk, snails"
JU313,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live mollusk, snails"
JU314,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live mollusk, Helix"
JU315,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live mollusk, Pomatias"
JU316,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live mollusk, Pomatias"
JU317,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live mollusk, Oxychilus"
JU318,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,soil
JU319,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,soil
JU320,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,soil
JU321,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,soil
JU322,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live mollusk, Helix"
JU323,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live mollusk, Helix"
JU342,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live mollusk, snails"
JU343,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live arthropod, Glomeris"
JU344,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live arthropod, Glomeris"
JU345,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live arthropod, Glomeris"
JU346,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live arthropod, Glomeris"
JU347,08 Sep 2002,44.42,4.4,Marie-Anne Felix,Rural garden,"Merlet, France",Marie-Anne Felix,"live mollusk, Pomatias"
JU360,02 Sep 2002,48.98,2.23,Marie-Anne Felix,Urban garden,"Franconville, France",Claude Pieau,compost heap
JU361,02 Sep 2002,48.98,2.23,Marie-Anne Felix,Urban garden,"Franconville, France",Claude Pieau,compost heap
JU362,16 Sep 2002,48.98,2.23,Marie-Anne Felix,Urban garden,"Franconville, France",Claude Pieau,compost heap
JU363,16 Sep 2002,48.98,2.23,Marie-Anne Felix,Urban garden,"Franconville, France",Claude Pieau,compost heap
JU364,16 Sep 2002,48.98,2.23,Marie-Anne Felix,Urban garden,"Franconville, France",Claude Pieau,compost heap
JU365,16 Sep 2002,48.98,2.23,Marie-Anne Felix,Urban garden,"Franconville, France",Claude Pieau,compost heap
JU366,16 Sep 2002,48.98,2.23,Marie-Anne Felix,Urban garden,"Franconville, France",Claude Pieau,compost heap
JU367,16 Sep 2002,48.98,2.23,Marie-Anne Felix,Urban garden,"Franconville, France",Claude Pieau,compost heap
JU368,16 Sep 2002,48.98,2.23,Marie-Anne Felix,Urban garden,"Franconville, France",Claude Pieau,compost heap
JU369,16 Sep 2002,48.98,2.23,Marie-Anne Felix,Urban garden,"Franconville, France",Claude Pieau,compost heap
JU370,16 Sep 2002,48.98,2.23,Marie-Anne Felix,Urban garden,"Franconville, France",Claude Pieau,compost heap
JU371,16 Sep 2002,48.98,2.23,Marie-Anne Felix,Urban garden,"Franconville, France",Claude Pieau,compost heap
JU393,01 Sep 2002,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,compost heap
JU394,01 Sep 2002,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,compost heap
JU395,01 Sep 2002,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,compost heap
JU396,01 Sep 2002,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,compost heap
JU397,01 Sep 2002,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,compost heap
JU398,01 Sep 2002,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,compost heap
JU399,01 Sep 2002,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,compost heap
JU400,01 Sep 2002,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,compost heap
JU401,01 Sep 2002,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,compost heap
JU402,01 Sep 2002,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,compost heap
JU406,30 Dec 2002,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,compost heap
JU407,30 Dec 2002,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,compost heap
JU438,01 Jun 2003,49.28,-0.32,Antoine Barriere,Rural garden,"Hermanville, France",Antoine Barriere,soil
JU440,12 Sep 2003,48.715,1.56,Marie-Anne Felix,Rural garden,"Beauchne, France",Dorothee Balle,compost heap
JU496,21 Jun 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU497,21 Jun 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU498,21 Jun 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU499,21 Jun 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU500,21 Jun 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU501,21 Jun 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU502,21 Jun 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU503,21 Jun 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU504,21 Jun 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU505,21 Jun 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU526,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,compost heap
JU527,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,compost heap
JU528,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,compost heap
JU529,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,compost heap
JU530,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,compost heap
JU531,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,compost heap
JU532,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,compost heap
JU533,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,compost heap
JU534,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,compost heap
JU535,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,compost heap
JU536,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,compost heap
JU537,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,compost heap
JU538,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU539,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU540,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU541,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU542,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU543,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU544,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU545,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU546,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU547,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU548,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU549,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU550,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU551,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU552,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU553,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU554,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU555,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU556,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU557,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU558,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU559,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU560,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Primel Tregastel, France",Marie-Anne Felix,"live arthropod, Oniscus asellus"
JU561,03 Oct 2004,48.71,-3.81,Marie-Anne Felix,Rural garden,"Sainte-Barbe, France",Marie-Anne Felix,"live arthropod, isopod"
JU562,03 Oct 2004,48.7069,-3.8037,Marie-Anne Felix,Rural garden,"Sainte-Barbe, France",Marie-Anne Felix,compost heap
JU563,03 Oct 2004,48.7069,-3.8037,Marie-Anne Felix,Rural garden,"Sainte-Barbe, France",Marie-Anne Felix,compost heap
JU564,03 Oct 2004,48.7069,-3.8037,Marie-Anne Felix,Rural garden,"Sainte-Barbe, France",Marie-Anne Felix,compost heap
JU565,03 Oct 2004,48.7069,-3.8037,Marie-Anne Felix,Rural garden,"Sainte-Barbe, France",Marie-Anne Felix,compost heap
JU566,03 Oct 2004,48.7069,-3.8037,Marie-Anne Felix,Rural garden,"Sainte-Barbe, France",Marie-Anne Felix,compost heap
JU567,03 Oct 2004,48.7069,-3.8037,Marie-Anne Felix,Rural garden,"Sainte-Barbe, France",Marie-Anne Felix,compost heap
JU568,03 Oct 2004,48.7069,-3.8037,Marie-Anne Felix,Rural garden,"Sainte-Barbe, France",Marie-Anne Felix,compost heap
JU569,03 Oct 2004,48.7069,-3.8037,Marie-Anne Felix,Rural garden,"Sainte-Barbe, France",Marie-Anne Felix,compost heap
JU570,03 Oct 2004,48.7069,-3.8037,Marie-Anne Felix,Rural garden,"Sainte-Barbe, France",Marie-Anne Felix,compost heap
JU571,03 Oct 2004,48.7069,-3.8037,Marie-Anne Felix,Rural garden,"Sainte-Barbe, France",Marie-Anne Felix,compost heap
JU572,03 Oct 2004,48.7069,-3.8037,Marie-Anne Felix,Rural garden,"Sainte-Barbe, France",Marie-Anne Felix,compost heap
JU573,05 Oct 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU574,05 Oct 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU575,05 Oct 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU576,05 Oct 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU577,05 Oct 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU578,05 Oct 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU579,05 Oct 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU580,05 Oct 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU581,05 Oct 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
JU582,05 Oct 2004,48.84,2.5,Marie-Anne Felix,Urban garden,"Le Perreux-sur-Marne, France",Jean-Antoine Lepesant,compost heap
